close	open	ctc	otc	cto	oto	date	wkday	d1	d2	d3	d4	d5
24.05	25.01	-0.039140748	-0.039140748	0	0.017342641	2008718	6	0	0	0	0	1
25.01	24.58	-0.003592101	0.017342641	-0.020934742	-0.137034201	2008717	5	0	0	0	1	0
25.1	28.19	-0.128438766	-0.116099459	-0.012339307	-0.009883596	2008716	4	0	0	1	0	0
28.54	28.47	0.002104526	0.002455711	-0.000351185	0.035028599	2008715	3	0	1	0	0	0
28.48	27.49	0.035379784	0.035379784	0	0.072793673	2008714	2	1	0	0	0	0
27.49	25.56	0.071620652	0.072793673	-0.001173021	0.013391299	2008711	6	0	0	0	0	1
25.59	25.22	0.014167888	0.01456432	-0.000396432	0.085210678	2008710	5	0	0	0	1	0
25.23	23.16	0.086038982	0.08560711	0.000431872	-0.104842247	2008709	4	0	0	1	0	0
23.15	25.72	-0.107604217	-0.105274119	-0.002330098	0.009375069	2008708	3	0	1	0	0	0
25.78	25.48	0.039562121	0.011705167	0.027856955	-0.017121041	2008707	2	1	0	0	0	0
24.78	25.92	-0.044977995	-0.044977995	0	0.102278849	2008703	5	0	0	0	1	0
25.92	23.4	0.091651757	0.102278849	-0.010627093	-0.071724181	2008702	4	0	0	1	0	0
23.65	25.14	-0.012605209	-0.061097088	0.048491879	0.036043586	2008701	3	0	1	0	0	0
23.95	24.25	0.021524359	-0.012448294	0.033972653	0.020834087	2008630	2	1	0	0	0	0
23.44	23.75	-0.020688937	-0.013138566	-0.007550371	0.066139803	2008627	6	0	0	0	0	1
23.93	22.23	0.123965921	0.073690174	0.050275748	-0.00851069	2008626	5	0	0	0	1	0
21.14	22.42	-0.058786437	-0.058786437	0	-0.011970881	2008625	4	0	0	1	0	0
22.42	22.69	-0.009764836	-0.011970881	0.002206045	-0.008775835	2008624	3	0	1	0	0	0
22.64	22.89	-0.010107755	-0.010981881	0.000874126	0.058933174	2008623	2	1	0	0	0	0
22.87	21.58	0.058059048	0.058059048	0	-0.03012551	2008620	6	0	0	0	0	1
21.58	22.24	-0.03012551	-0.03012551	0	0.025963654	2008619	5	0	0	0	1	0
22.24	21.67	0.051198638	0.025963654	0.025234984	0.033312956	2008618	4	0	0	1	0	0
21.13	20.96	0.008555185	0.008077972	0.000477213	-0.012328274	2008617	3	0	1	0	0	0
20.95	21.22	-0.012805487	-0.012805487	0	-0.08141927	2008616	2	1	0	0	0	0
21.22	23.02	-0.094795953	-0.08141927	-0.013376683	-0.025306948	2008613	6	0	0	0	0	1
23.33	23.61	-0.033301286	-0.011930265	-0.021371021	0.007226386	2008612	5	0	0	0	1	0
24.12	23.44	0.039751534	0.028597407	0.011154127	-0.038908903	2008611	4	0	0	1	0	0
23.18	24.37	0.002591794	-0.05006303	0.052654824	0.033802509	2008610	3	0	1	0	0	0
23.12	23.56	-0.018852315	-0.018852315	0	0.234777174	2008609	2	1	0	0	0	0
23.56	18.63	0.234777174	0.234777174	0	-0.09760102	2008606	6	0	0	0	0	1
18.63	20.54	-0.110179802	-0.09760102	-0.012578782	-0.004856736	2008605	5	0	0	0	1	0
20.8	20.64	0.027292142	0.007722046	0.019570096	0.041549003	2008604	4	0	0	1	0	0
20.24	19.8	0.020464902	0.021978907	-0.001514005	0.104799506	2008603	3	0	1	0	0	0
19.83	17.83	0.106313511	0.106313511	0	-0.017237013	2008602	2	1	0	0	0	0
17.83	18.14	-0.017237013	-0.017237013	0	-0.050521221	2008530	6	0	0	0	0	1
18.14	19.08	-0.049996975	-0.050521221	0.000524246	-0.028927637	2008529	5	0	0	0	1	0
19.07	19.64	-0.029451883	-0.029451883	0	-0.056422683	2008528	4	0	0	1	0	0
19.64	20.78	0.004593016	-0.056422683	0.061015699	0.111905252	2008527	3	0	1	0	0	0
19.55	18.58	0.079829602	0.050889553	0.028940049	-0.01813383	2008523	6	0	0	0	0	1
18.05	18.92	-0.029478117	-0.047073879	0.017595762	0.070050513	2008522	5	0	0	0	1	0
18.59	17.64	0.055861909	0.052454751	0.003407158	0.035779927	2008521	4	0	0	1	0	0
17.58	17.02	0.032960486	0.032372769	0.000587717	0.032848579	2008520	3	0	1	0	0	0
17.01	16.47	0.032260862	0.032260862	0	0.010375436	2008519	2	1	0	0	0	0
16.47	16.3	0.010375436	0.010375436	0	-0.079570676	2008516	6	0	0	0	0	1
16.3	17.65	-0.080137087	-0.079570676	-0.000566412	-0.018524246	2008515	5	0	0	0	1	0
17.66	17.98	-0.017957834	-0.017957834	0	0.010623527	2008514	4	0	0	1	0	0
17.98	17.79	0.010623527	0.010623527	0	-0.074710055	2008513	3	0	1	0	0	0
17.79	19.17	-0.087151896	-0.074710055	-0.01244184	-0.041385216	2008512	2	1	0	0	0	0
19.41	19.98	0.000515331	-0.028943376	0.029458707	0.012591453	2008509	6	0	0	0	0	1
19.4	19.73	-0.016867254	-0.016867254	0	0.065451254	2008508	5	0	0	0	1	0
19.73	18.48	0.080169426	0.065451254	0.014718172	-0.022472856	2008507	4	0	0	1	0	0
18.21	18.9	-0.037191028	-0.037191028	0	0.011708489	2008506	3	0	1	0	0	0
18.9	18.68	0.038839833	0.011708489	0.027131344	-0.010119927	2008505	2	1	0	0	0	0
18.18	18.87	-0.037781072	-0.037251271	-0.000529801	-0.096417626	2008502	6	0	0	0	0	1
18.88	20.78	-0.096368941	-0.095887825	-0.000481116	0.026330141	2008501	5	0	0	0	1	0
20.79	20.24	0.026811257	0.026811257	0	0.018953186	2008430	4	0	0	1	0	0
20.24	19.86	0.030092541	0.018953186	0.011139356	-0.014000229	2008429	3	0	1	0	0	0
19.64	20.14	0.002549071	-0.025139584	0.027688655	0.027178321	2008428	2	1	0	0	0	0
19.59	19.6	-0.023708551	-0.000510334	-0.023198216	-0.033118933	2008425	6	0	0	0	0	1
20.06	20.26	-0.009920716	-0.009920716	0	-0.018097828	2008424	5	0	0	0	1	0
20.26	20.63	-0.029664222	-0.018097828	-0.011566394	0.007785927	2008423	4	0	0	1	0	0
20.87	20.47	0.017887835	0.019352321	-0.001464486	0.015756111	2008422	3	0	1	0	0	0
20.5	20.15	0.018213646	0.017220598	0.000993049	-0.010858942	2008421	2	1	0	0	0	0
20.13	20.37	-0.011851991	-0.011851991	0	-0.036630601	2008418	6	0	0	0	0	1
20.37	21.13	-0.007824001	-0.036630601	0.028806601	-0.041711329	2008417	5	0	0	0	1	0
20.53	22.03	-0.103995727	-0.07051793	-0.033477797	-0.078959681	2008416	4	0	0	1	0	0
22.78	23.84	-0.044642606	-0.045481884	0.000839278	0.016067999	2008415	3	0	1	0	0	0
23.82	23.46	0.015228721	0.015228721	0	0.018499129	2008414	2	1	0	0	0	0
23.46	23.03	0.065163894	0.018499129	0.046664765	0.010037178	2008411	6	0	0	0	0	1
21.98	22.8	-0.037066087	-0.036627587	-0.0004385	0.019486888	2008410	5	0	0	0	1	0
22.81	22.36	0.019925388	0.019925388	0	-0.002679769	2008409	4	0	0	1	0	0
22.36	22.42	-0.002679769	-0.002679769	0	-0.001337197	2008408	3	0	1	0	0	0
22.42	22.45	-0.001337197	-0.001337197	0	-0.024203602	2008407	2	1	0	0	0	0
22.45	23	-0.033292606	-0.024203602	-0.009089004	-0.035870626	2008404	6	0	0	0	0	1
23.21	23.84	-0.009434032	-0.026781622	0.01734759	0.051646589	2008403	5	0	0	0	1	0
23.43	22.64	0.032533774	0.034298999	-0.001765226	-0.123264647	2008402	4	0	0	1	0	0
22.68	25.61	-0.121499421	-0.121499421	0	-0.003897121	2008401	3	0	1	0	0	0
25.61	25.71	-0.003897121	-0.003897121	0	-0.003881992	2008331	2	1	0	0	0	0
25.71	25.81	-0.006590448	-0.003881992	-0.002708456	0.010124697	2008328	6	0	0	0	0	1
25.88	25.55	-0.007698267	0.012833153	-0.02053142	-0.00779731	2008327	5	0	0	0	1	0
26.08	25.75	0.013899838	0.01273411	0.001165728	0	2008326	4	0	0	1	0	0
25.72	25.75	-0.000388727	-0.001165728	0.000777001	-0.033979219	2008325	3	0	1	0	0	0
25.73	26.64	-0.034005187	-0.034756219	0.000751033	-0.11343593	2008324	2	1	0	0	0	0
26.62	29.84	-0.114186962	-0.114186962	0	0.146250778	2008320	5	0	0	0	1	0
29.84	25.78	0.145862955	0.146250778	-0.000387822	-0.22360892	2008319	4	0	0	1	0	0
25.79	32.24	-0.223221098	-0.223221098	0	-0.086132165	2008318	3	0	1	0	0	0
32.24	35.14	0.034072697	-0.086132165	0.120204862	0.252087147	2008317	2	1	0	0	0	0
31.16	27.31	0.132614886	0.131882286	0.000732601	0.003300938	2008314	6	0	0	0	0	1
27.29	27.22	0.002568337	0.002568337	0	0.030966847	2008313	5	0	0	0	1	0
27.22	26.39	0.032104288	0.030966847	0.001137441	-0.032068371	2008312	4	0	0	1	0	0
26.36	27.25	-0.108466461	-0.033205811	-0.07526065	-0.031783101	2008311	3	0	1	0	0	0
29.38	28.13	0.066491869	0.043477548	0.02301432	-0.013768973	2008310	2	1	0	0	0	0
27.49	28.52	-0.002180233	-0.036783293	0.03460306	0.113889853	2008307	6	0	0	0	0	1
27.55	25.45	0.113256093	0.079286793	0.0339693	-0.002746715	2008306	5	0	0	0	1	0
24.6	25.52	-0.036716016	-0.036716016	0	-0.0633868	2008305	4	0	0	1	0	0
25.52	27.19	-0.029345735	-0.0633868	0.034041065	-0.012790235	2008304	3	0	1	0	0	0
26.28	27.54	-0.009844835	-0.0468313	0.036986464	0.156938391	2008303	2	1	0	0	0	0
26.54	23.54	0.120376826	0.119951927	0.000424899	0.036776803	2008229	6	0	0	0	0	1
23.53	22.69	0.036351904	0.036351904	0	0.035437662	2008228	5	0	0	0	1	0
22.69	21.9	0.035437662	0.035437662	0	-0.067957328	2008227	4	0	0	1	0	0
21.9	23.44	-0.050311077	-0.067957328	0.017646251	-0.026106746	2008226	3	0	1	0	0	0
23.03	24.06	-0.043752997	-0.043752997	0	-0.037925034	2008225	2	1	0	0	0	0
24.06	24.99	-0.043113631	-0.037925034	-0.005188597	0.023073276	2008222	6	0	0	0	0	1
25.12	24.42	0.029081209	0.028261873	0.000819336	-0.047189883	2008221	5	0	0	0	1	0
24.4	25.6	-0.047618518	-0.048009219	0.000390701	0.008236956	2008220	4	0	0	1	0	0
25.59	25.39	0.022526145	0.007846254	0.014679891	-0.0074554	2008219	3	0	1	0	0	0
25.02	25.58	-0.020570346	-0.022135291	0.001564946	0.037439657	2008215	6	0	0	0	0	1
25.54	24.64	0.026181583	0.035874712	-0.009693129	-0.040951856	2008214	5	0	0	0	1	0
24.88	25.67	-0.056644706	-0.031258727	-0.025385979	-0.03408333	2008213	4	0	0	1	0	0
26.33	26.56	-0.047106799	-0.008697351	-0.038409448	-0.092705476	2008212	3	0	1	0	0	0
27.6	29.14	-0.014745817	-0.054296028	0.039550211	0.040621832	2008211	2	1	0	0	0	0
28.01	27.98	0.012574263	0.00107162	0.011502643	-0.05323922	2008208	6	0	0	0	0	1
27.66	29.51	-0.046273486	-0.064741863	0.018468377	0.061493349	2008207	5	0	0	0	1	0
28.97	27.75	0.025521399	0.043024972	-0.017503572	0.020018867	2008206	4	0	0	1	0	0
28.24	27.2	0.083027564	0.037522439	0.045505125	0.080747613	2008205	3	0	1	0	0	0
25.99	25.09	0.078825032	0.035242488	0.043582544	-0.022463999	2008204	2	1	0	0	0	0
24.02	25.66	-0.086872594	-0.066046543	-0.020826052	-0.114747342	2008201	6	0	0	0	0	1
26.2	28.78	-0.052780737	-0.093921291	0.041140553	0.044404382	2008131	5	0	0	0	1	0
27.62	27.53	0.010921113	0.003263829	0.007657284	0.033989234	2008130	4	0	0	1	0	0
27.32	26.61	-0.016697303	0.02633195	-0.043029252	-0.108849349	2008129	3	0	1	0	0	0
27.78	29.67	-0.045734315	-0.065820097	0.020085782	0.124758776	2008128	2	1	0	0	0	0
29.08	26.19	0.045734315	0.104672994	-0.058938679	-0.069323732	2008125	6	0	0	0	0	1
27.78	28.07	-0.04366891	-0.010385053	-0.033283857	-0.186942144	2008124	5	0	0	0	1	0
29.02	33.84	-0.066324486	-0.153658287	0.087333802	-0.037127234	2008123	4	0	0	1	0	0
31.01	35.12	0.131828324	-0.124461036	0.25628936	0.242768233	2008122	3	0	1	0	0	0
27.18	27.55	-0.046018184	-0.013521127	-0.032497057	0.133375843	2008118	6	0	0	0	0	1
28.46	24.11	0.154736469	0.1658729	-0.011136432	0.008748233	2008117	5	0	0	0	1	0
24.38	23.9	0.043594497	0.019884665	0.023709832	-0.008333382	2008116	4	0	0	1	0	0
23.34	24.1	0.019031716	-0.032043214	0.05107493	0.014208346	2008115	3	0	1	0	0	0
22.9	23.76	-0.033493899	-0.036866584	0.003372684	-0.011715615	2008114	2	1	0	0	0	0
23.68	24.04	0.009760315	-0.0150883	0.024848615	-0.021399994	2008111	6	0	0	0	0	1
23.45	24.56	-0.028170877	-0.046248608	0.018077731	-0.041863797	2008110	5	0	0	0	1	0
24.12	25.61	-0.052888208	-0.059941528	0.007053321	0.095817923	2008109	4	0	0	1	0	0
25.43	23.27	0.066664255	0.088764602	-0.022100347	-0.056394143	2008108	3	0	1	0	0	0
23.79	24.62	-0.006285376	-0.034293796	0.028008421	0.0465587	2008107	2	1	0	0	0	0
23.94	23.5	0.062479934	0.018550279	0.043929655	0.016734997	2008104	6	0	0	0	0	1
22.49	23.11	-0.029787572	-0.027194658	-0.002592914	0.023200866	2008103	5	0	0	0	1	0
23.17	22.58	0.029343029	0.02579378	0.00354925	0.031948724	2008102	4	0	0	1	0	0
22.5	21.87	0.081451106	0.028399475	0.053051632	0.110096603	2008231	2	1	0	0	0	0
20.74	19.59	0.023415704	0.057044971	-0.033629267	0.022716516	2008228	6	0	0	0	0	1
20.26	19.15	0.082266303	0.056345783	0.02592052	-0.011422762	2008227	5	0	0	0	1	0
18.66	19.37	0.003220615	-0.037343282	0.040563897	0.015084811	2008226	4	0	0	1	0	0
18.6	19.08	0.007013787	-0.025479085	0.032492872	-0.038050863	2008224	2	1	0	0	0	0
18.47	19.82	-0.108171936	-0.070543735	-0.037628202	-0.058782837	2008221	6	0	0	0	0	1
20.58	21.02	-0.052070446	-0.021154635	-0.030915811	-0.073360105	2008220	5	0	0	0	1	0
21.68	22.62	-0.043328077	-0.042444294	-0.000883783	-0.046640577	2008219	4	0	0	1	0	0
22.64	23.7	-0.079770858	-0.045756795	-0.034014063	-0.017980831	2008218	3	0	1	0	0	0
24.52	24.13	0.052324134	0.016033231	0.036290902	0.025179677	2008217	2	1	0	0	0	0
23.27	23.53	0.030986551	-0.011111225	0.042097776	0	2008214	6	0	0	0	0	1
22.56	23.53	0.00399734	-0.042097776	0.046095117	0.12236214	2008213	5	0	0	0	1	0
22.47	20.82	-0.048641807	0.076267023	-0.12490883	0.006263571	2008212	4	0	0	1	0	0
23.59	20.69	0.128758691	0.131172402	-0.002413711	-0.022462115	2008211	3	0	1	0	0	0
20.74	21.16	-0.005289745	-0.020048404	0.014758659	0.022462115	2008210	2	1	0	0	0	0
20.85	20.69	-0.005261911	0.007703456	-0.012965368	-0.091832987	2008207	6	0	0	0	0	1
20.96	22.68	-0.072231895	-0.078867619	0.006635724	-0.001762115	2008206	5	0	0	0	1	0
22.53	22.72	-0.05441757	-0.008397839	-0.04601973	-0.067230756	2008205	4	0	0	1	0	0
23.79	24.3	0.007594973	-0.021211026	0.028805999	0.029653457	2008204	3	0	1	0	0	0
23.61	23.59	0.031844343	0.000847458	0.030996885	0.039780429	2008203	2	1	0	0	0	0
22.87	22.67	-0.04697704	0.008783544	-0.055760584	-0.081297392	2008130	6	0	0	0	0	1
23.97	24.59	-0.005823644	-0.025536808	0.019713164	-0.022120347	2008129	5	0	0	0	1	0
24.11	25.14	-0.086181501	-0.041833511	-0.04434799	-0.112731849	2008128	4	0	0	1	0	0
26.28	28.14	-0.095379362	-0.068383858	-0.026995504	0.061557893	2008127	3	0	1	0	0	0
28.91	26.46	0.121204656	0.088553397	0.032651258	0.00151286	2008126	2	1	0	0	0	0
25.61	26.42	-0.046910412	-0.031138399	-0.015772013	0.00455236	2008123	6	0	0	0	0	1
26.84	26.3	0.075829044	0.020324373	0.055504671	0.006867635	2008121	4	0	0	1	0	0
24.88	26.12	-0.044416812	-0.048637037	0.004220225	-0.023459267	2008120	3	0	1	0	0	0
26.01	26.74	0.020194861	-0.027679492	0.047874353	-0.01115668	2008119	2	1	0	0	0	0
25.49	27.04	-0.096058856	-0.059031033	-0.037027823	0.002962965	2008116	6	0	0	0	0	1
28.06	26.96	0.078558896	0.039990789	0.038568107	0.143757302	2008115	5	0	0	0	1	0
25.94	23.35	0.073574338	0.105189195	-0.031614856	-0.162497516	2008114	4	0	0	1	0	0
24.1	27.47	-0.254674384	-0.13088266	-0.123791724	-0.106924636	2008113	3	0	1	0	0	0
31.09	30.57	0.086982137	0.016867088	0.070115049	0.089244219	2008112	2	1	0	0	0	0
28.5	27.96	0.085672561	0.01912917	0.066543391	0.055518759	2008109	6	0	0	0	0	1
26.16	26.45	-0.012535777	-0.011024632	-0.001511145	0.133261378	2008108	5	0	0	0	1	0
26.49	23.15	0.21384378	0.134772523	0.079071257	-0.015005641	2008107	4	0	0	1	0	0
21.39	23.5	-0.127964265	-0.094076898	-0.033887367	-0.071825735	2008106	3	0	1	0	0	0
24.31	25.25	0.054958884	-0.037938367	0.092897252	0.112647729	2008105	2	1	0	0	0	0
23.01	22.56	-0.008654316	0.019750477	-0.028404794	0.125961334	2008102	6	0	0	0	0	1
23.21	19.89	0.22519218	0.154366127	0.070826053	-0.031670138	2008101	5	0	0	0	1	0
18.53	20.53	-0.128459188	-0.102496191	-0.025962997	0.003415471	2008031	4	0	0	1	0	0
21.07	20.46	0.058639171	0.029378467	0.029260704	0.026245626	2008030	3	0	1	0	0	0
19.87	19.93	0.015724392	-0.003015078	0.01873947	0.004526032	2008029	2	1	0	0	0	0
19.56	19.84	-0.079098421	-0.014213437	-0.064884983	-0.049174115	2008026	6	0	0	0	0	1
21.17	20.84	0.017632098	0.015710868	0.00192123	-0.01523839	2008025	5	0	0	0	1	0
20.8	21.16	0.01892801	-0.01715962	0.03608763	-0.006124872	2008024	4	0	0	1	0	0
20.41	21.29	-0.058518477	-0.042212502	-0.016305975	-0.115222482	2008023	3	0	1	0	0	0
21.64	23.89	-0.059210117	-0.098916507	0.03970639	0.221157246	2008022	2	1	0	0	0	0
22.96	19.15	0.215982839	0.181450856	0.034531984	-0.000522057	2008019	6	0	0	0	0	1
18.5	19.16	-0.002159828	-0.03505404	0.032894212	0.021097829	2008018	5	0	0	0	1	0
18.54	18.76	-0.076801214	-0.011796383	-0.06500483	-0.067499219	2008017	4	0	0	1	0	0
20.02	20.07	0.039220713	-0.002494389	0.041715102	0.101106718	2008016	3	0	1	0	0	0
19.25	18.14	0.082252941	0.059391616	0.022861325	-0.029333988	2008015	2	1	0	0	0	0
17.73	18.68	-0.062845041	-0.052195313	-0.010649728	0.145533383	2008012	6	0	0	0	0	1
18.88	16.15	0.124492464	0.156183111	-0.031690647	-0.016580054	2008011	5	0	0	0	1	0
16.67	16.42	0.03354996	0.015110593	0.018439367	-0.04349807	2008010	4	0	0	1	0	0
16.12	17.15	-0.079851813	-0.061937437	-0.017914377	-0.033259946	2008009	3	0	1	0	0	0
17.46	17.73	0.032007388	-0.01534557	0.047352957	0.01020417	2008008	2	1	0	0	0	0
16.91	17.55	-0.086617055	-0.037148787	-0.049468268	-0.060792196	2008005	6	0	0	0	0	1
18.44	18.65	-0.019334652	-0.011323928	-0.008010724	-0.012257015	2008004	5	0	0	0	1	0
18.8	18.88	0.016626824	-0.004246291	0.020873115	0.066234874	2008003	4	0	0	1	0	0
18.49	17.67	0.035786918	0.045361759	-0.009574841	-0.042653932	2008002	3	0	1	0	0	0
17.84	18.44	-0.008928631	-0.033079091	0.02415046	0.067870168	2008001	2	1	0	0	0	0
18	17.23	0.057158414	0.043719707	0.013438706	0.00640468	2007928	6	0	0	0	0	1
17	17.12	-0.036388652	-0.007034027	-0.029354626	-0.045670037	2007927	5	0	0	0	1	0
17.63	17.92	-0.053559584	-0.016315411	-0.037244173	-0.122237386	2007926	4	0	0	1	0	0
18.6	20.25	-0.040563897	-0.084993213	0.044429316	0.061612764	2007925	3	0	1	0	0	0
19.37	19.04	0.019286498	0.017183448	0.00210305	-0.02079077	2007924	2	1	0	0	0	0
19	19.44	-0.073543903	-0.02289382	-0.050650083	-0.051627601	2007921	6	0	0	0	0	1
20.45	20.47	0.020751733	-0.000977517	0.02172925	0.025230129	2007920	5	0	0	0	1	0
20.03	19.96	-0.015849762	0.003500879	-0.019350641	-0.256256549	2007919	4	0	0	1	0	0
20.35	25.79	-0.263308819	-0.236905908	-0.026402911	-0.025269338	2007918	3	0	1	0	0	0
26.48	26.45	0.060719037	0.001133573	0.059585464	0.002650011	2007917	2	1	0	0	0	0
24.92	26.38	0.006441246	-0.056935453	0.063376699	0.053330402	2007914	6	0	0	0	0	1
24.76	25.01	-0.008045096	-0.010046297	0.002001201	-0.037666281	2007913	5	0	0	0	1	0
24.96	25.97	-0.012343378	-0.039667482	0.027324104	-0.042960638	2007912	4	0	0	1	0	0
25.27	27.11	-0.080194898	-0.070284742	-0.009910156	0.007404699	2007911	3	0	1	0	0	0
27.38	26.91	0.042909026	0.017314855	0.025594171	0.035170953	2007910	2	1	0	0	0	0
26.23	25.98	0.089266717	0.009576783	0.079689934	0.061515126	2007907	6	0	0	0	0	1
23.99	24.43	-0.024296027	-0.018174808	-0.006121219	0.016508836	2007906	5	0	0	0	1	0
24.58	24.03	0.076050146	0.022630054	0.053420092	0.091447487	2007905	4	0	0	1	0	0
22.78	21.93	-0.025997998	0.038027396	-0.064025394	-0.07042064	2007904	3	0	1	0	0	0
23.38	23.53	-0.069391993	-0.006395247	-0.062996747	-0.076472971	2007831	6	0	0	0	0	1
25.06	25.4	0.051167289	-0.013476225	0.064643514	-0.018334822	2007830	5	0	0	0	1	0
23.81	25.87	-0.099463279	-0.082978336	-0.016484943	0.080461556	2007829	4	0	0	1	0	0
26.3	23.87	0.146323345	0.096946499	0.049376846	0.070729971	2007828	3	0	1	0	0	0
22.72	22.24	0.092146176	0.021353124	0.070793052	-0.022672676	2007827	2	1	0	0	0	0
20.72	22.75	-0.087735053	-0.093465728	0.005730675	0.012384059	2007824	6	0	0	0	0	1
22.62	22.47	-0.011865663	0.006653384	-0.018519048	-0.079529071	2007823	5	0	0	0	1	0
22.89	24.33	-0.098126022	-0.061010023	-0.037115999	-0.081274994	2007822	4	0	0	1	0	0
25.25	26.39	-0.041882818	-0.044158995	0.002276177	-0.123869482	2007821	3	0	1	0	0	0
26.33	29.87	-0.130155019	-0.126145659	-0.004009361	0.168028477	2007820	2	1	0	0	0	0
29.99	25.25	-0.027624249	0.172037837	-0.199662086	-0.257937114	2007817	6	0	0	0	0	1
30.83	32.68	0.005203264	-0.058275028	0.063478292	0.146732324	2007816	5	0	0	0	1	0
30.67	28.22	0.102574847	0.083254032	0.019320816	0.099002317	2007815	4	0	0	1	0	0
27.68	25.56	0.040927371	0.079681501	-0.03875413	-0.091889911	2007814	3	0	1	0	0	0
26.57	28.02	-0.063079045	-0.053135781	-0.009943264	-0.000713521	2007813	2	1	0	0	0	0
28.3	28.04	0.066472074	0.009229742	0.057242331	0.136592932	2007810	6	0	0	0	0	1
26.48	24.46	0.210665086	0.079350601	0.131314485	0.153946285	2007809	5	0	0	0	1	0
21.45	20.97	-0.005115101	0.0226318	-0.027746901	-0.106647241	2007808	4	0	0	1	0	0
21.56	23.33	-0.062042366	-0.07890034	0.016857974	-0.081854511	2007807	3	0	1	0	0	0
22.94	25.32	-0.09237332	-0.098712486	0.006339165	0.162611862	2007806	2	1	0	0	0	0
25.16	21.52	0.170311299	0.156272697	0.014038602	-0.063899376	2007803	6	0	0	0	0	1
21.22	22.94	-0.10926429	-0.077937979	-0.031326312	-0.033014788	2007802	5	0	0	0	1	0
23.67	23.71	0.0063573	-0.001688477	0.008045777	0.166172605	2007801	4	0	0	1	0	0
23.52	20.08	0.119538402	0.158126828	-0.038588426	-0.163215898	2007731	3	0	1	0	0	0
20.87	23.64	-0.146799474	-0.124627471	-0.022172002	0.150350802	2007730	2	1	0	0	0	0
24.17	20.34	0.153047992	0.172522804	-0.019474812	0.046800993	2007727	6	0	0	0	0	1
20.74	19.41	0.136152265	0.066275806	0.069876459	0.088276755	2007726	5	0	0	0	1	0
18.1	17.77	-0.024557851	0.018400296	-0.042958147	0.007909646	2007725	4	0	0	1	0	0
18.55	17.63	0.098495842	0.050867793	0.047628049	0.058995207	2007724	3	0	1	0	0	0
16.81	16.62	-0.008293886	0.011367158	-0.019661044	0.076888842	2007723	2	1	0	0	0	0
16.95	15.39	0.107000667	0.096549886	0.010450781	-0.002595719	2007720	6	0	0	0	0	1
15.23	15.43	-0.049321555	-0.013046499	-0.036275056	-0.059747412	2007719	5	0	0	0	1	0
16	16.38	0.023396578	-0.023472356	0.046868934	0.050073038	2007718	4	0	0	1	0	0
15.63	15.58	0.002562461	0.003204104	-0.000641643	0.000642055	2007717	3	0	1	0	0	0
15.59	15.57	0.028629151	0.001283697	0.027345454	0.011628038	2007716	2	1	0	0	0	0
15.15	15.39	-0.025416813	-0.015717416	-0.009699397	-0.062953445	2007713	6	0	0	0	0	1
15.54	16.39	-0.06839209	-0.053254048	-0.015138043	-0.076328115	2007712	5	0	0	0	1	0
16.64	17.69	-0.054383467	-0.061190073	0.006806606	0.107939052	2007711	4	0	0	1	0	0
17.57	15.88	0.147532522	0.101132446	0.046400076	0.03459666	2007710	3	0	1	0	0	0
15.16	15.34	0.029453267	-0.011803416	0.041256683	-0.001302932	2007709	2	1	0	0	0	0
14.72	15.36	-0.050341755	-0.042559614	-0.00778214	-0.00065083	2007706	6	0	0	0	0	1
15.48	15.37	0.036846273	0.007131311	0.029714963	0.027037585	2007705	5	0	0	0	1	0
14.92	14.96	-0.031664915	-0.002677378	-0.028987537	-0.096767552	2007703	3	0	1	0	0	0
15.4	16.48	-0.052493872	-0.067780015	0.015286143	0.077568021	2007702	2	1	0	0	0	0
16.23	15.25	0.043444037	0.062281878	-0.018837842	-0.029081209	2007629	6	0	0	0	0	1
15.54	15.7	0.000643708	-0.010243367	0.010887075	-0.183912647	2007628	5	0	0	0	1	0
15.53	18.87	-0.195859044	-0.194799722	-0.001059322	0.136640164	2007627	4	0	0	1	0	0
18.89	16.46	0.126222465	0.137699486	-0.011477021	-0.002427186	2007626	3	0	1	0	0	0
16.65	16.5	0.055569851	0.009049836	0.046520016	0.132665966	2007625	2	1	0	0	0	0
15.75	14.45	0.102894423	0.086145951	0.016748472	-0.023932766	2007622	6	0	0	0	0	1
14.21	14.8	-0.03185865	-0.040681239	0.008822589	0.147528511	2007621	5	0	0	0	1	0
14.67	12.77	0.132460781	0.138705922	-0.006245141	-0.076119596	2007620	4	0	0	1	0	0
12.85	13.78	-0.04340232	-0.069874454	0.026472134	-0.045397866	2007619	3	0	1	0	0	0
13.42	14.42	-0.038016274	-0.07187	0.033853727	0.102897839	2007618	2	1	0	0	0	0
13.94	13.01	0.021755753	0.069044113	-0.04728836	-0.126202527	2007615	6	0	0	0	0	1
13.64	14.76	-0.076879578	-0.078914167	0.002034589	-0.08378803	2007614	5	0	0	0	1	0
14.73	16.05	-0.123724466	-0.085822619	-0.037901847	0.037452806	2007613	4	0	0	1	0	0
16.67	15.46	0.125083162	0.075354654	0.049728509	0.009749833	2007612	3	0	1	0	0	0
14.71	15.31	-0.008798703	-0.039978675	0.031179972	-0.089892049	2007611	2	1	0	0	0	0
14.84	16.75	-0.139410304	-0.121072021	-0.018338284	0.105028896	2007608	6	0	0	0	0	1
17.06	15.08	0.137390782	0.123367179	0.014023602	0.069324491	2007607	5	0	0	0	1	0
